image_id,post_id,date,author_class,author_department,is_anonymous,purpose,target_class,target_department,description,sentiment,target_name_initial
379,0379_01,2023-07-04,,,False,寻物,,,长方体 唇釉 美宝莲 粉色,中性,
380,0380_01,2023-07-04,,,True,提问,,,,中性,gyt
381,0381_01,2023-07-04,,,False,其他,,,,积极,
382,0382_01,2023-07-04,,,False,表白,S2504,I,真的真的很喜欢,积极,lnh
383,0383_01,2023-07-04,,,True,推广,,,,积极,
384,0384_01,2023-07-04,S2503,I,False,表白,S2504,I,好漂酿,积极,zky
385,0385_01,2023-06-29,,,True,提问,,,,中性,
386,0386_01,2023-06-29,,,True,推广,,,,中性,
387,0387_01,2023-06-29,J2303,J,True,推广,,,,中性,
388,0388_01,2023-06-29,,,True,推广,,,,中性,xdxmm
389,0389_01,2023-06-29,,,True,寻人,,,,消极,gm
390,0390_01,2023-06-29,,,False,其他,,,,中性,
391,0391_01,2023-06-29,,,True,提问,,,,中性,
392,0392_01,2023-06-29,S2601,S,False,寻人,,,,中性,
393,0393_01,2023-06-29,,,True,提问,J2303,J,,中性,zhd
394,0394_01,2023-06-29,,,True,寻人,,,,中性,05mzc
395,0395_01,2023-06-29,,,True,表白,,,,积极,wkx
396,0396_01,2023-06-29,S2406,I,False,表白,J2403,J,跳投帅气,积极,zb
397,0397_01,2023-06-29,,,True,寻人,,,老师,中性,lyy
398,0398_01,2023-06-29,,,True,寻人,J2304,J,,中性,zky
399,0399_01,2023-06-29,,,True,寻物,,S,,中性,
400,0400_01,2023-06-29,,,True,寻人,,,三独 弹吉他 初一 男生,中性,
401,0401_01,2023-06-29,,,True,表白,J2504,J,小安康鱼最可爱啦,积极,yjr
402,0402_01,2023-06-16,,,True,表白,J2408,J,听说叫 我超爱,积极,ccg cpn
403,0403_01,2023-06-16,,,False,祝福,J2303,J,,积极,J2303qttx
404,0404_01,2023-06-16,J2307,J,False,祝福,J2307,J,,积极,
405,0405_01,2023-06-16,J2401,J,False,表白,,,,积极,qnn
406,0406_01,2023-06-16,,,False,寻人,,,住隐学山庄和东钱湖这块,中性,
407,0407_01,2023-06-16,,,True,寻人,J2306,J,,中性,cl
408,0408_01,2023-06-16,J2404,J,False,表白,J2508,J,修炼爱情唱的太好听,积极,zxy
409,0409_01,2023-06-16,,,False,提问,,,,中性,
410,0410_01,2023-06-16,,,True,表白,J2304,J,美美的老公,积极,wyglnn
411,0411_01,2023-06-16,,,True,寻物,,,,中性,
412,0412_01,2023-06-16,,I,True,推广,,,,中性,
414,0414_01,2023-06-11,,,False,表白,J2306,J,,积极,ztj
415,0415_01,2023-06-11,,,True,表白,J2402,J,温柔 有礼貌 好看 皮肤白 喜欢戴发卡,积极,hys
416,0416_01,2023-06-11,,,False,表白,J2401,J,,积极,dl
417,0417_01,2023-06-11,,,False,寻人,,,特别特别的美,积极,zzdzzbns
418,0418_01,2023-06-11,,,True,寻人,,,,中性,zgy
419,0419_01,2023-06-11,,,True,寻物,,,,中性,
420,0420_01,2023-06-11,J2404,J,False,表白,J2508,J,修炼爱情 唱的太好听,积极,zxm
421,0421_01,2023-06-11,,,False,提问,,,,中性,
422,0422_01,2023-06-11,,,True,寻人,,,毕业典礼上唱约定 喜欢港乐,积极,xxd
423,0423_01,2023-06-11,,,True,表白,J2408,J,善良 可爱,积极,syslkadxjjm（wddarlingmhoneybaby)
424,0424_01,2023-06-11,,,True,寻人,J2407,J,很爱冲,中性,ccj
425,0425_01,2023-06-11,J2508,J,False,表白,,,,积极,
426,0426_01,2023-06-11,,,True,寻人,J2505,J,,中性,zgy
427,0427_01,2023-06-11,,,True,表白,J2408,J,人好 好心 不凡的气质 可爱,积极,xzq
428,0428_01,2023-06-11,,,True,寻人,,,,中性,
429,0429_01,2023-06-11,,,True,寻人,,,管垃圾,中性,gsf
430,0430_01,2023-06-11,,,True,寻人,,J,黄色Nike衣服 白色短裤 卷发 不长 初一or初二 1米6以上 超可爱,积极,
431,0431_01,2023-06-11,,,True,表白,J2408,J,,积极,hrz
432,0432_01,2023-06-11,,,True,寻人,,J,戴玫瑰金框眼镜 活泼 可爱 带运动耳机,积极,
433,0433_01,2023-06-11,,,True,寻人,J2409,J,,中性,xjy
434,0434_01,2023-06-11,,,True,表白,J2402,J,人真的很好,积极,hys
435,0435_01,2023-06-11,,,True,寻人,J2701,J,个子不高 短头发 可爱 上语文社团,中性,
436,0436_01,2023-06-03,,,True,寻人,,,初一男生 只穿nk跑步 跑了7.1Y,中性,
437,0437_01,2023-06-03,,,True,寻人,,,初一男生 只穿跑步 50m测试 跑了71,中性,
438,0438_01,2023-06-03,,,True,寻人,,J,眼睛大 瞪我 齐刘海 头发扎起来 披肩 身高不到160,中性,cyxm
439,0439_01,2023-06-03,,,True,表白,J2402,J,性格开朗 有分寸 有边界感,积极,hys
440,0440_01,2023-06-03,,,True,寻人,,,初一男生 只穿nk跑步 跑50m 成绩7.1秒,中性,
441,0441_01,2023-06-03,J2405,J,False,表白,J2405,J,很喜欢他,积极,fcr
442,0442_01,2023-06-03,,,True,表白,J2402,J,好美,积极,hys
443,0443_01,2023-06-03,,,True,表白,J2302,J,长得很好看 很有素质 人品也很好,积极,hys
444,0444_01,2023-06-03,,,True,寻人,,,初一男生 只穿nk跑步 跑了7.1秒,中性,
445,0445_01,2023-06-03,,,True,表白,J2402,J,性格开朗 有分寸 有边界感,积极,hys
446,0446_01,2023-06-03,,,True,表白,J2402,J,好美,积极,hys
447,0447_01,2023-06-03,,,True,寻人,,J,初一学妹 眼睛很大 瞪我 齐刘海 头发扎起来 披下来到肩膀 身高160不到,中性,
448,0448_01,2023-06-03,J2405,J,False,表白,J2405,J,,积极,fcr
449,0449_01,2023-06-03,,,True,表白,J2302,J,长得很好看 很有素质 人品也很好,积极,hys
450,0450_01,2023-06-03,,,False,表白,J2406,J,帅,积极,wYX
451,0451_01,2023-06-03,,,True,寻人,,,密室 穿白色裙子 漂亮 眼睛不小,积极,
452,0452_01,2023-06-03,J2505,J,False,提问,,,,消极,nwdxzxj
453,0453_01,2023-06-03,,,True,寻人,,,志愿者 女生 人超好 同意提前拿水球玩,积极,
455,0455_01,2023-06-03,,,True,寻人,,,大密室 白衣女鬼 搞笑女 叫得特别大声 会抓人 恐怖NPC,中性,byng gxn kbNPC
456,0456_01,2023-06-03,,,True,其他,S2502,I,手好看,消极,jx
457,0457_01,2023-06-03,,,False,寻人,,,穿蓝色短袖黑色短裤 玩餐巾纸 扔到我饭碗里,中性,
458,0458_01,2023-06-03,,,False,寻物,,,,消极,
459,0459_01,2023-06-03,,,True,表白,S2505,S,他教我题目的样子真的好帅,积极,TSX
460,0460_01,2023-06-03,,,True,其他,,,,消极,gbtx
461,0461_01,2023-06-03,,,False,寻人,S2508,S,漂亮 竞选宁外之星 视频绝美,积极,jzy
462,0462_01,2023-06-03,,,True,寻人,,,在食堂三楼电视上放赛尔号,积极,
463,0463_01,2023-06-03,,,True,表白,S2505,S,讲笑话好有趣 踢足球很厉害,积极,tsx
464,0464_01,2023-06-03,,,True,寻人,,,两个人美心善 玩phi 手机壳黑色带钻,积极,lgrmxsdxjj
465,0465_01,2023-06-03,,,True,表白,S2505,S,文科班 投三分好帅 会教题目,积极,
467,0467_01,2023-06-03,,,True,寻人,,I,,中性,jzy
468,0468_01,2023-05-24,,,False,推广,,,,积极,
469,0469_01,2023-05-24,,,True,寻人,,,篮球比赛 粉色分队背心19号 看起来很猛 穿灰蓝短袖,中性,
470,0470_01,2023-05-24,,,True,表白,,,被人创了就躺在地上很可爱 上场十三秒躺在地上三秒,积极,yyy
471,0471_01,2023-05-23,J2701,J,True,表白,J2503,J,帅,积极,zyx
473,0473_01,2023-05-23,,,True,表白,J2103,J,初三 惊艳,积极,xz
474,0474_01,2023-05-23,,,True,表白,J2505,J,,积极,cyx
475,0475_01,2023-05-23,,,True,其他,,,,中性,
477,0477_01,2023-05-23,,,False,表白,J2306,J,帅,积极,zyx
478,0478_01,2023-05-23,J2303,J,False,表白,J2303,J,,积极,zrx2
479,0479_01,2023-05-23,J2303,J,False,表白,,,,积极,bjy
480,0480_01,2023-05-23,S2502,S,True,表白,,,,积极,t
481,0481_01,2023-05-23,,,True,提问,J2506 J2503,J J,,中性,lsh tjy
482,0482_01,2023-05-23,,,False,表白,J2406,J,,积极,zp
483,0483_01,2023-05-23,,,True,提问,,,,中性,
484,0484_01,2023-05-23,,,True,提问,,,,中性,
485,0485_01,2023-05-23,,,True,寻人,,,今天强基考试校门口,中性,xz
487,0487_01,2023-05-17,,,False,祝福,,,,积极,xsy
488,0488_01,2023-05-16,,,True,寻人,,,初一 学妹 被弄摔倒 受害者,中性,
489,0489_01,2023-05-16,,,True,提问,,,,中性,
490,0490_01,2023-05-16,,,False,推广,,,,中性,
491,0491_01,2023-05-16,,,False,祝福,J2301,J,体育中考顺利 轻松拿下满分 中考大展身手,积极,yzq
492,0492_01,2023-05-16,,,True,寻人,J2401,J,,中性,chm
493,0493_01,2023-05-16,,,True,寻人,J2303,J,自然卷 头发棕色 穿Nike 背Nike黑色书包,中性,
494,0494_01,2023-05-16,,,True,提问,,,,中性,
495,0495_01,2023-05-16,,,True,提问,,,,中性,
496,0496_01,2023-05-16,,,True,其他,,,,中性,
497,0497_01,2023-05-09,,,True,提问,,,,中性,
498,0498_01,2023-05-09,J2409,J,True,表白,,,初三 学长 拉小提琴 踢球,积极,cl
499,0499_01,2023-05-05,,,True,祝福,,,,积极,
500,0500_01,2023-05-05,,,False,祝福,J2301,J,体育中考顺利 轻松拿下满分 中考大展身手,积极,yzq
501,0501_01,2023-05-05,,,True,寻人,,,玩微信区王者 小菜,中性,
502,0502_01,2023-05-05,,,True,寻人,S2402,S,,中性,fzj
503,0503_01,2023-05-02,,,False,推广,,,,中性,
504,0504_01,2023-05-02,,,False,提问,,,,中性,
505,0505_01,2023-05-02,,,True,表白,J2303,J,,积极,xzj
506,0506_01,2023-05-02,,,False,提问,,,,中性,
507,0507_01,2023-05-02,,,True,其他,,,,中性,
508,0508_01,2023-05-02,,,True,祝福,J2502 J2506,J J,,积极,dbx cxy
509,0509_01,2023-05-02,,,False,祝福,S2509 S2507,I I,,积极,yyy syx
510,0510_01,2023-05-02,,,True,寻人,,,搞笑女 搞笑男,积极,
511,0511_01,2023-05-02,,,True,寻人,S2504,S,,中性,Iry
512,0512_01,2023-05-02,J2405,J,False,表白,J2401,J,,积极,dwy
513,0513_01,2023-05-02,,,False,其他,J2210,J,,积极,syw
514,0514_01,2023-05-02,S2502,I,True,推广,,,Rapper 不知名 新专辑,中性,AsiaHood
515,0515_01,2023-05-02,,,False,寻人,J2301,J,初一一班 眼镜 胖 可爱,积极,lsms
516,0516_01,2023-05-02,,,False,寻人,J2701,J,可爱 初一 小胖子 打篮球 星期四下午,中性,xpz
517,0517_01,2023-05-02,,,True,提问,,,,中性,
518,0518_01,2023-04-26,,,True,寻人,,S,普高,中性,wangshihan
519,0519_01,2023-04-26,,,True,寻人,,,普高 睡不醒,中性,ay
520,0520_01,2023-04-26,,,True,寻人,,,穿粉色短裤 戴眼镜 游泳一级,中性,
521,0521_01,2023-04-26,,,False,提问,,,,中性,
522,0522_01,2023-04-26,,,False,表白,,,,积极,bh
523,0523_01,2023-04-26,,,False,寻人,,J,二次元,中性,cydecy
524,0524_01,2023-04-26,,,True,寻人,,,,中性,xzxj
525,0525_01,2023-04-19,,,True,表白,J2406,J,炒鸡呆的妹妹,积极,zzx
526,0526_01,2023-04-19,,,True,寻人,,,,中性,zjt
527,0527_01,2023-04-19,,,False,寻人,J2409,J,漂亮 花木兰,积极,wxd
528,0528_01,2023-04-19,,,True,提问,,,,中性,
529,0529_01,2023-04-19,,,True,提问,J2307,J,,中性,FZY SYX
530,0530_01,2023-04-19,,,False,表白,J2406,J,美丽的女士 酸奶战士,积极,jmt
531,0531_01,2023-04-19,,,True,寻人,J2304,J,短发 可爱,积极,
532,0532_01,2023-04-19,,,True,表白,,,气质吸引,积极,
533,0533_01,2023-04-19,,,True,寻人,S2501,I,长得很好看,积极,shy
534,0534_01,2023-04-19,,,True,表白,J2401,J,,积极,wyb
535,0535_01,2023-04-19,,,True,表白,J2508,J,名字4个字 女生,积极,zsyq
536,0536_01,2023-04-19,,,True,寻人,,,广播站投beatbox,中性,xj
537,0537_01,2023-04-19,,,True,祝福,,,,积极,xy
538,0538_01,2023-04-15,,,True,祝福,S2509,I,龟谊坚不可摧,积极,sqy yyy
539,0539_01,2023-04-15,,,True,提问,S2508,S,,中性,lzb
540,0540_01,2023-04-15,,,True,寻人,J2404,J,外语节主角,中性,
541,0541_01,2023-04-15,,,True,寻人,,I,金丝框眼镜 卷发 高个子 常与三四个男生同行,中性,
542,0542_01,2023-04-15,,,True,提问,,,初三,中性,cyq zzy
543,0543_01,2023-04-15,,,True,寻人,,,穿白T 灰色短裤 守门 帅哥,中性,
544,0544_01,2023-04-15,,,True,寻人,J2307,J,打篮球 男生 打得不错,积极,
545,0545_01,2023-04-15,,,True,其他,,,,中性,
546,0546_01,2023-04-14,,,True,祝福,S2509 S2507,I I,,积极,xyx zt99
548,0548_01,2023-04-14,,,True,提问,,,,中性,
549,0549_01,2023-04-14,,,True,表白,J2302,J,,积极,
550,0550_01,2023-04-14,,,True,表白,S2509,S,crush,积极,yy
551,0551_01,2023-04-14,,,True,表白,J2302,J,哥哥,积极,yg
552,0552_01,2023-04-11,,,True,表白,S2509,S,好美,积极,sqy
553,0553_01,2023-04-11,,,True,寻人,,I,高二 领奖 上海哈佛中心,中性,
554,0554_01,2023-04-11,,,True,提问,,,,中性,zky fzh
555,0555_01,2023-04-11,,,True,祝福,,,,积极,toto Linda
556,0556_01,2023-04-11,,,True,提问,J2202,J,初二二班,中性,hys
557,0557_01,2023-04-11,,,False,寻人,,,,中性,
558,0558_01,2023-04-11,,,True,寻人,J2409,J,,中性,xiy
559,0559_01,2023-04-11,,,True,其他,,,,积极,
560,0560_01,2023-04-11,,,True,其他,,,,中性,
561,0561_01,2023-04-11,,,True,其他,,,,中性,
562,0562_01,2023-04-06,,,True,提问,,,,中性,t
563,0563_01,2023-04-06,,,True,寻人,S2402,S,,中性,chenkehao
564,0564_01,2023-04-06,,,True,寻人,,,喜欢画画,中性,
565,0565_01,2023-04-04,,,True,推广,,,,中性,
566,0566_01,2023-04-04,,,False,表白,S2601,S,高一 小姑娘,积极,xzy
568,0568_01,2023-04-04,,,True,提问,,,,中性,
569,0569_01,2023-04-04,,,True,寻人,J2301,J,高冷 经常披着头发 五官立体 小麦肤色,积极,
570,0570_01,2023-04-04,,,True,提问,,,,中性,
571,0571_01,2023-04-04,,,True,提问,,,,中性,cx
572,0572_01,2023-04-04,,,False,其他,,,,中性,
573,0573_01,2023-04-04,S2402,I,True,表白,,,,积极,ckh
574,0574_01,2023-04-04,J2301,J,False,表白,,,,积极,
575,0575_01,2023-04-03,,,True,寻人,,,初一 穿银白色分队背心 高个子 牛仔裤 身材好,积极,
576,0576_01,2023-04-03,,,False,其他,,,,中性,
577,0577_01,2023-04-03,,,True,表白,J2405,J,,积极,sm
578,0578_01,2023-04-03,,,True,表白,J2406,J,超级温柔的女孩子,积极,mxy
579,0579_01,2023-04-03,,,True,提问,,,,中性,sm
580,0580_01,2023-04-03,,,False,表白,S2503,S,可爱 香菇狗 可爱,积极,zsyj
581,0581_01,2023-04-03,,,True,寻人,S2402,S,,中性,ckh
582,0582_01,2023-04-02,,,True,表白,J2301,J,甜,积极,zht
583,0583_01,2023-04-02,,,True,提问,,,,中性,
584,0584_01,2023-04-02,,,False,表白,S2503,S,可爱 小勾可爱,积极,zy
585,0585_01,2023-04-02,,,True,寻人,,,,中性,sh
586,0586_01,2023-04-02,,,True,表白,J2406,J,可爱,积极,yzm
587,0587_01,2023-04-02,,,True,寻人,J2508,J,初一,中性,hzx
588,0588_01,2023-04-02,,,True,表白,J2409,J,,积极,xy2
589,0589_01,2023-04-02,,,True,表白,J2405,J,帅 温柔,积极,c
590,0590_01,2023-04-02,,,True,寻人,,,,中性,yysg
591,0591_01,2023-04-01,,,True,提问,S2504,S,英语节表演 篮球服号码107,中性,lry
592,0592_01,2023-04-01,,,True,表白,J2403,J,,积极,ghy
593,0593_01,2023-04-01,,,True,寻人,S2509,S,高 淑女 1号,中性,byn
594,0594_01,2023-04-01,,,False,寻人,,,,积极,
595,0595_01,2023-04-01,,,True,寻人,J2505,J,好看,积极,wxr
596,0596_01,2023-04-01,,,True,提问,,,,中性,
597,0597_01,2023-04-01,,,True,提问,J2404,J,戴白色口罩 黑框眼镜 有刘海 女孩子,中性,
598,0598_01,2023-04-01,,,True,祝福,J2303 J2303,J J,,积极,wsy czy
599,0599_01,2023-03-28,,,True,提问,,S,,中性,
600,0600_01,2023-03-28,,,True,提问,,,,中性,
601,0601_01,2023-03-28,,,False,表白,,,第一次当普信女,积极,wzj
602,0602_01,2023-03-28,,,True,寻人,,,很高,中性,
603,0603_01,2023-03-28,S2503,S,True,寻人,S2503,S,高 经常一起玩,中性,lggns
604,0604_01,2023-03-28,,,True,寻人,J2200,J,22届初中部 艺委 一起吃饭 学妹,中性,xzh
605,0605_01,2023-03-28,,,True,提问,,,,中性,
606,0606_01,2023-03-28,,,True,其他,,,,中性,
607,0607_01,2023-03-28,,,True,寻人,J2308,J,,积极,wyh
608,0608_01,2023-03-28,,,True,提问,,S,,中性,
609,0609_01,2023-03-28,,,True,提问,,I,,中性,
610,0610_01,2023-03-28,,,False,表白,,,,积极,wzj
611,0611_01,2023-03-28,,,True,寻人,,,高,中性,
612,0612_01,2023-03-28,,,True,寻人,S2503,S,高 经常一起玩,中性,lggns
613,0613_01,2023-03-28,,,True,寻人,,,22届初中部艺委,中性,xzh
614,0614_01,2023-03-28,,,True,提问,,,,中性,
615,0615_01,2023-03-28,,,True,其他,,,,中性,
616,0616_01,2023-03-28,,,True,寻人,J2308,J,,中性,wyh
617,0617_01,2023-03-28,S2508,S,True,寻物,,,,中性,
618,0618_01,2023-03-28,,,True,寻物,,,,中性,
619,0619_01,2023-03-28,,,True,寻物,,,AirPodsPro 崭新 iPhone14pro 崭新出厂,中性,
620,0620_01,2023-03-28,,,True,提问,J2304,J,,积极,jzq
621,0621_01,2023-03-28,,,True,表白,,,老师 女神,积极,hyx
622,0622_01,2023-03-28,,,False,表白,S2504,S,一周一周三体育课经常遇到,积极,lr
623,0623_01,2023-03-28,J2401,J,False,寻人,,,初音未来 COSER 集邮 喜欢 死亡笔记 弹丸论破 第五人格,积极,
624,0624_01,2023-03-28,,,True,寻人,,,COSER 喜欢死亡笔记 弹丸论破 第五人格 初音未来 v家 病模 动漫,中性,
625,0625_01,2023-03-28,,,True,寻人,S2504,I,,中性,smiley
626,0626_01,2023-03-28,,,False,寻人,S2504,S,,中性,
627,0627_01,2023-03-28,,,True,寻人,J2507,J,,中性,xyz
628,0628_01,2023-03-17,,,True,寻物,S2505,S,捡回体育活动背心,积极,lyn
629,0629_01,2023-03-17,,,True,寻人,,,,中性,
630,0630_01,2023-03-17,,,False,祝福,J2307,J,一模顺利,积极,
631,0631_01,2023-03-17,,,True,推广,,,,中性,
632,0632_01,2023-03-17,,,True,寻人,,S,经常打篮球 穿绿鞋子,中性,
633,0633_01,2023-03-17,,,False,寻人,,,好可爱 男孩子 捡衣服,积极,
634,0634_01,2023-03-13,,,False,表白,J2503,J,清澈中带着一丝愚蠢,积极,zsyj
635,0635_01,2023-03-13,,,True,寻人,,,,中性,wsh
636,0636_01,2023-03-13,,,True,表白,J2502,J,冥想检查戴口罩 超级喜欢,积极,lsx
637,0637_01,2023-03-13,,,True,祝福,,,食堂员工 面窗口 大叔 大妈 做饭 辛苦 感动,积极,styg ds dm
638,0638_01,2023-03-13,,,False,寻物,,,拍立得照片 绿色饭卡,中性,
639,0639_01,2023-03-13,,,True,寻人,,I,,中性,cl
640,0640_01,2023-03-13,,,True,寻物,,,拍了玉兰花开的好美,积极,
641,0641_01,2023-03-13,,,True,其他,,S,美女姐姐 经常走在一起 比较高,中性,jjh
642,0642_01,2023-03-13,,,True,表白,,,美 声音好听,积极,zcr
643,0643_01,2023-03-13,S2508,S,False,祝福,,,好甜的情侣 穿褐色Essentials,积极,
644,0644_01,2023-03-13,,,True,寻人,J2403,J,,中性,ghy
645,0645_01,2023-03-07,,,True,表白,J2405,J,很酷,积极,ct
646,0646_01,2023-03-07,J2307,J,False,表白,,,,积极,dd
647,0647_01,2023-03-07,,,True,寻人,,,很瘦 戴眼镜 不高 突破好,中性,5hns
648,0648_01,2023-03-07,,,True,寻人,J2209,J,,中性,pb
649,0649_01,2023-03-07,,,True,表白,,,初三语文组,积极,mls
650,0650_01,2023-03-07,,,True,寻人,,,高三,中性,ljt
651,0651_01,2023-03-07,,,False,寻人,,,,中性,gbzd1nyoureyesdyy
652,0652_01,2023-03-07,,,True,表白,J2307,J,长得像刘亦菲,积极,ylh
653,0653_01,2023-03-07,,,True,寻人,,I,穿黑白条纹衣服 帅,积极,
654,0654_01,2023-03-07,S2403,I,True,寻人,,,公师 五上体课站边 中吃饭旁边,中性,zb
655,0655_01,2023-03-07,,,True,寻人,J2403,J,很帅 周五上午体育课站ghy左边 中午吃饭坐js旁边,中性,
656,0656_01,2023-03-07,,,True,表白,S2504,S,优秀,积极,ljx
657,0657_01,2023-03-07,,,True,寻人,,,,中性,cny
658,0658_01,2023-03-07,J2403,J,True,其他,,,,中性,
659,0659_01,2023-03-07,,,True,吐槽,,,女寝三号楼第三层卫生间 没开灯 摸黑洗澡,消极,
660,0660_01,2023-03-07,,,True,寻人,,,赛艇队 学长 初二,中性,WF XM99
661,0661_01,2023-03-07,,,False,寻人,S2504,S,,中性,smiley
662,0662_01,2023-03-07,,,True,寻人,,I,高高瘦瘦 不戴眼镜 马尾辫 国际部 第一排 靠近管弦乐队,中性,
663,0663_01,2023-03-07,,,True,寻人,,,周三晚上 主持人比赛 合唱队 穿白色羽绒服,中性,
664,0664_01,2023-03-07,,,True,提问,,,,中性,
665,0665_01,2023-03-07,,,True,表白,,,气质好 讲得好 印象深刻 美,积极,bhxjj
666,0666_01,2023-03-07,,,True,寻人,,,录全程,中性,xz（j）
667,0667_01,2023-03-07,,,True,表白,,,可爱 不怯场 未来可期,积极,shxd
668,0668_01,2023-03-07,,,True,表白,,,三位男同学 地铁之王 坐在公交车的电源箱上,积极,bb
669,0669_01,2023-03-07,S2602,S,True,寻人,,,好大声 声音好听,积极,zhaotianyi
670,0670_01,2023-03-07,,,True,寻人,,I,瘦瘦 穿小白鞋 头发卷 帅哥,积极,
671,0671_01,2023-02-21,,,True,寻人,J2403,J,很帅 体育课站ghy左边 中午吃饭坐js旁边,积极,
672,0672_01,2023-02-21,,,True,寻人,J2408,J,,中性,lj
673,0673_01,2023-02-21,,,True,其他,,,,中性,
674,0674_01,2023-02-21,,,True,寻物,,,黑色 韦德之道 球 柜子 密码锁,消极,
675,0675_01,2023-02-21,,,True,其他,,,,积极,
676,0676_01,2023-02-21,,,True,提问,,,,中性,sm
677,0677_01,2023-02-21,,,True,寻人,,,高一男生,中性,zhy
678,0678_01,2023-02-21,,,True,寻物,,,,中性,
679,0679_01,2023-02-14,,,False,表白,S2402,I,小伙子 学校食堂工人 第一眼喜欢 重燃希望 愿意等待,积极,lwq
680,0680_01,2023-02-14,,,True,提问,S2504,S,,中性,
681,0681_01,2023-02-14,,,True,寻物,,,,中性,
682,0682_01,2023-02-14,J2506,J,False,其他,,,,中性,
683,0683_01,2023-02-14,,,True,寻人,,,黑鹅,中性,he
684,0684_01,2023-02-14,,,False,提问,,,,中性,
685,0685_01,2023-02-14,,,True,寻人,J2502,J,初二 穿白色卫衣 灰色裤子 碎盖发型 拿两本重点中学与你有约 一叠题目,中性,
687,0687_01,2023-02-07,,,True,表白,,,帅哥,积极,spzdsg
688,0688_01,2023-02-06,,,True,祝福,,,宁外 母校 回忆 怀念 青春,积极,
689,0689_01,2023-02-06,,,False,其他,,,,中性,
690,0690_01,2023-02-06,,,True,表白,J2404,J,在图书馆迎面走来 让我蠢蠢欲动,积极,zgh
691,0691_01,2023-02-06,,,True,寻人,J2502,J,,中性,lsx
692,0692_01,2023-01-31,,,True,推广,,,,积极,
693,0693_01,2023-01-31,,,False,推广,,,,积极,
694,0694_01,2023-01-31,,,True,提问,J2209,J,,中性,wkq
695,0695_01,2023-01-31,,,False,表白,S2509,S,温柔 可爱,积极,garrick
696,0696_01,2023-01-31,,,False,其他,,,,中性,
697,0697_01,2023-01-31,,,True,提问,,,,中性,
698,0698_01,2023-01-26,,,True,表白,J2209,J,,积极,wkq
699,0699_01,2023-01-25,,,True,寻人,,,,中性,nz
700,0700_01,2023-01-25,,,True,表白,J2307,J,,积极,ch zhr
701,0701_01,2023-01-25,,,True,提问,,,,中性,
702,0702_01,2023-01-21,,,True,提问,,,,中性,lnh
705,0705_01,2023-01-21,,,True,寻人,S2303,S,,中性,
706,0706_01,2023-01-21,,,True,其他,,,,中性,
707,0707_01,2023-01-21,,,True,表白,,S,戴围巾 眼镜 帅哥 晚自习 和两个男生一起回寝 好看,积极,
708,0708_01,2023-01-21,S2207,I,True,提问,,,,中性,
708,0708_02,2023-01-21,,,True,表白,S2202,S,带白围巾 眼镜,积极,sg
709,0709_01,2023-01-21,,,True,提问,,,,中性,
710,0710_01,2023-01-21,,,False,祝福,,,生日,积极,zlj
711,0711_01,2023-01-21,,,True,寻人,S2501,S,高一,中性,lsl
712,0712_01,2023-01-21,,,True,祝福,,S,化学老师,积极,zhdy
713,0713_01,2023-01-21,,,True,表白,J2307,J,好有气质 很温柔 22届下来 运动会宣誓,积极,syx
714,0714_01,2023-01-21,,,True,寻人,,I,高二,中性,lw
715,0715_01,2023-01-21,,,True,祝福,J2403,J,小朋友,积极,ysq
716,0716_01,2023-01-21,,,True,祝福,,,,积极,
717,0717_01,2023-01-21,S2508,S,False,推广,,,,积极,
718,0718_01,2023-01-13,,,True,提问,S2506,S,,中性,syn
719,0719_01,2023-01-13,,,False,表白,,S,化学组 老师 鼓励 支持 声音好听,积极,hky
720,0720_01,2023-01-13,,,True,其他,,,,中性,
721,0721_01,2023-01-12,,,True,表白,,S,,积极,hky
722,0722_01,2023-01-12,,,True,表白,J2402,J,,积极,hys
723,0723_01,2023-01-12,,,True,寻人,,,高一,中性,lyx
724,0724_01,2023-01-12,,,True,提问,,S,,中性,jsfqy npy
726,0726_01,2023-01-07,,,True,其他,,,征婚 人畜不限 性别不限 有手有脚 四肢健全 成绩优异,积极,zzh
727,0727_01,2023-01-07,,,False,寻人,,,,积极,
728,0728_01,2023-01-07,,,True,推广,,,心善 大长腿,积极,sd
729,0729_01,2023-01-07,J2503,J,True,其他,J2503,J,高瘦 女孩,中性,
730,0730_01,2023-01-07,,,True,表白,,S,有趣 温柔 灵魂 语气,积极,hky
731,0731_01,2022-12-30,,,True,提问,S2401,S,,中性,omy
732,0732_01,2022-12-30,J2503,J,True,其他,,,,中性,
733,0733_01,2022-12-30,,,True,祝福,,,,积极,
734,0734_01,2022-12-30,,,True,提问,,,,中性,
735,0735_01,2022-12-30,,,True,祝福,S2501,S,,积极,S2501qtcy
736,0736_01,2022-12-30,,,True,表白,,,,积极,
737,0737_01,2022-12-30,,,True,表白,,,,积极,jx
738,0738_01,2022-12-27,,,True,寻人,B2508,,,中性,
739,0739_01,2022-12-27,,,True,寻人,,,周四午饭后 走在一起,中性,cky
740,0740_01,2022-12-27,S2504,S,False,表白,J2302,J,,积极,zzy
741,0741_01,2022-12-27,,,True,其他,,,,中性,
742,0742_01,2022-12-27,,,True,提问,,,,中性,jx
743,0743_01,2022-12-27,,,True,寻人,,,,中性,jsh
744,0744_01,2022-12-27,,,True,提问,,,,中性,zbls
745,0745_01,2022-12-27,,,True,寻人,,,,积极,
