image_id,post_id,date,author_class,author_department,is_anonymous,purpose,target_class,target_department,description,sentiment,target_name_initial
362,0362_01,2023-07-11,,,False,表白,S2505,I,走路上碰到她手了她说我给她玩欲擒故纵,积极,njy
363,0363_01,2023-07-11,,,True,吐槽,,,在浩汇湖扔塑料瓶的人,消极,
364,0364_01,2023-07-11,J2403,J,True,祝福,J2403,J,祝福99,积极,wz
366,0366_01,2023-07-05,,,False,提问,,,,中性,
367,0367_01,2023-07-05,,,True,祝福,,,,积极,
369,0369_01,2023-07-04,,,True,其他,,,收留心碎中考失利的准高中生,中性,
370,0370_01,2023-07-04,,,True,寻人,,,地理学考自杨考点321位号19的女生,中性,
371,0371_01,2023-07-04,,,True,提问,23届,,去宁波中学,中性,
372,0372_01,2023-07-04,,,True,吐槽,,,,积极,
373,0373_01,2023-07-04,,,True,其他,,,,中性,
374,0374_01,2023-07-04,,,True,推广,,,有教辅需要,中性,
375,0375_01,2023-07-04,,,True,推广,,,出售教辅和笔记,中性,
376,0376_01,2023-07-04,,,True,寻人,2304,I,求QQ,中性,wjy
377,0377_01,2023-07-04,,,True,祝福,J2304,J,祝福99,积极,wxs wns
378,0378_01,2023-07-04,,,False,寻物,,,长方体唇釉美宝莲的外科粉色,中性,
379,0379_01,2023-07-04,,,False,寻物,,,长方体唇釉，美宝莲，粉色,中性,
380,0380_01,2023-07-04,,,True,提问,,,询问老师之前带的班级,中性,gyt
381,0381_01,2023-07-04,,J,False,其他,,,交朋友,积极,
382,0382_01,2023-07-04,,,False,表白,S2504,S,真的很喜欢他,积极,lnh
383,0383_01,2023-07-04,,,True,推广,,,招募陪玩,积极,
384,0384_01,2023-07-04,2503,S,True,表白,2504,S,好漂酿,积极,zky
385,0385_01,2023-06-29,,J,True,提问,,,毕业生想回初中部,中性,
386,0386_01,2023-06-29,,,True,推广,,,独立音乐人，发新歌推广,中性,
387,0387_01,2023-06-29,,J,True,推广,,,,中性,
388,0388_01,2023-06-29,,,True,推广,,,,中性,
389,0389_01,2023-06-29,,,True,寻人,初二,J,闺蜜的男朋友，身份未知,中性,gmdnpy
390,0390_01,2023-06-29,J2307,J,False,其他,,,,中性,
391,0391_01,2023-06-29,,,True,提问,,,询问鄞州游泳中心训练池深度和老师分配,中性,
392,0392_01,2023-06-29,S5013,,False,寻人,,,马列毛主义者,中性,
393,0393_01,2023-06-29,,,True,提问,J2303,J,询问是否有男朋友,中性,zhd
394,0394_01,2023-06-29,,,True,寻人,05,,寻找QQ号,中性,mzc
395,0395_01,2023-06-29,,,True,表白,高一,,有女朋友，但依然喜欢,积极,wkx
396,0396_01,2023-06-29,2406,,False,表白,J2403,J,跳投帅,积极,zb
397,0397_01,2023-06-29,,,True,寻人,,,之前教过的班级和班主任信息,中性,lyy
398,0398_01,2023-06-29,,,True,寻人,J2304,J,求QQ,中性,zky
399,0399_01,2023-06-29,,,True,寻物,,S,有普高部三独比赛电吉他视频的人,中性,
400,0400_01,2023-06-29,,,True,寻人,初一,J,弹吉他,中性,
401,0401_01,2023-06-29,,,True,表白,J2504,J,可爱,积极,yjr
402,0402_01,2023-06-16,,,True,表白,J2408,J,被表白者,积极,ccg cpn
403,0403_01,2023-06-16,,,False,祝福,J2303,J,中考顺利,积极,qttx
404,0404_01,2023-06-16,J2307,J,False,祝福,J2307,J,中考顺利上岸,积极,
405,0405_01,2023-06-16,J2401,J,False,表白,J2401,J,,积极,qnn
406,0406_01,2023-06-16,,,False,寻人,,,住在隐学山庄和东钱湖的同学,中性,
407,0407_01,2023-06-16,,,True,寻人,初三6班,J,寻找QQ,中性,cl
408,0408_01,2023-06-16,J2404,J,False,表白,J2508,J,修炼爱情唱的太好听,积极,zxy
409,0409_01,2023-06-16,,,False,提问,,,,中性,
410,0410_01,2023-06-16,,,True,祝福,J2304,J,玩摇滚,积极,mmdlg
412,0412_01,2023-06-16,,I,True,推广,,,卖AP书,中性,
414,0414_01,2023-06-11,,,False,表白,J2306,J,,积极,ztj
415,0415_01,2023-06-11,,,True,表白,J2402,J,温柔、有礼貌、好看、皮肤白、喜欢戴发卡,积极,hys
416,0416_01,2023-06-11,,,False,表白,J2401,J,全员恶人,积极,dl
417,0417_01,2023-06-11,,,False,表白,,,站着的最左边女生，特别特别的美,积极,
418,0418_01,2023-06-11,,,True,寻人,,,效实自杨,中性,zgy
419,0419_01,2023-06-11,,,True,寻物,,,丢失3双鞋,中性,
420,0420_01,2023-06-11,J2404,J,False,表白,J2508,J,修炼爱情唱的太好听,积极,zxm
421,0421_01,2023-06-11,,,False,提问,,,想回校看老师,积极,
422,0422_01,2023-06-11,,,True,寻人,,,毕业典礼上唱约定,积极,xxd
423,0423_01,2023-06-11,,,True,表白,J2408,J,善良可爱的小姐姐们,积极,
424,0424_01,2023-06-11,,,True,寻人,初二七班,J,很爱冲,中性,ccj
425,0425_01,2023-06-11,J2508,J,False,表白,,,唱修炼爱情,积极,
426,0426_01,2023-06-11,,,True,寻人,J2505,J,,中性,zgy
427,0427_01,2023-06-11,,,True,表白,J2408,J,人好、好心、有气质、可爱,积极,xzq
428,0428_01,2023-06-11,,,True,其他,,,,积极,
429,0429_01,2023-06-11,,,True,提问,,,管垃圾的高师傅,中性,gsf
430,0430_01,2023-06-11,,,True,寻人,,J,穿黄色Nike衣服和白色短裤，头发卷卷，初一或初二，1米6以上，超可爱,积极,
431,0431_01,2023-06-11,,,True,表白,J2408,J,喜欢,积极,hrz
432,0432_01,2023-06-11,,,True,表白,初三4班,J,戴玫瑰金框眼镜，活泼可爱，和另一个带运动耳机的女生一起,积极,
433,0433_01,2023-06-11,,,True,寻人,J2409,J,找男朋友,积极,xjy
434,0434_01,2023-06-11,,,True,表白,J2402,J,人很好,积极,hys
435,0435_01,2023-06-11,,,True,寻人,,J,个子不高，短头发，可爱，上语文社团,中性,
436,0436_01,2023-06-03,,,True,寻人,,J,初一男生，只穿内裤跑步，跑了7.1秒,中性,
437,0437_01,2023-06-03,,,True,寻人,初一,J,穿跑步裤、跑50米71秒的男生,中性,
438,0438_01,2023-06-03,,,True,寻人,,J,初一学妹，眼睛大，齐刘海，扎头发，身高不到160,中性,
439,0439_01,2023-06-03,,,True,表白,J2402,J,性格开朗有分寸有边界感,积极,hys
440,0440_01,2023-06-03,,,True,寻人,初一,J,只穿nk跑步，50m测试跑了7.1,中性,
441,0441_01,2023-06-03,,,False,表白,J2405,J,真的很喜欢他,积极,fcr
442,0442_01,2023-06-03,,,True,表白,J2402,J,美,积极,hys
443,0443_01,2023-06-03,,,True,表白,初二二班,J,长得很好看，很有素质，人品很好,积极,hys
444,0444_01,2023-06-03,,,True,寻人,初一,J,只穿nk跑步，50m测试跑7.1秒,中性,
445,0445_01,2023-06-03,,,True,表白,J2402,J,性格开朗有分寸有边界感,积极,hys
446,0446_01,2023-06-03,,,True,表白,J2402,J,美,积极,hys
447,0447_01,2023-06-03,,,True,寻人,初一,J,眼睛很大，齐刘海，头发扎起来披到肩膀，身高不到160,中性,
448,0448_01,2023-06-03,,,False,表白,J2405,J,真的很喜欢他,积极,fcr
449,0449_01,2023-06-03,,,True,表白,初二二班,J,长得好看、有素质、人品好,积极,hys
450,0450_01,2023-06-03,,,False,表白,J2406,J,帅,积极,wYX
451,0451_01,2023-06-03,,,True,寻人,,,穿白色裙子的漂亮姐姐，眼睛不小,积极,
452,0452_01,2023-06-03,J2505,J,False,提问,,,很文静,消极,nwdxzxj
453,0453_01,2023-06-03,,,True,寻人,,,一个女生，人超好，同意同学提前拿水球玩,积极,
454,0454_01,2023-06-03,,,True,寻人,初三,J,初三学生,中性,ybw
455,0455_01,2023-06-03,,,True,寻人,,,大密室的白衣女鬼搞笑女和会抓人的恐怖NPC,积极,
456,0456_01,2023-06-03,,,True,吐槽,S2502,I,手好看,消极,jx
457,0457_01,2023-06-03,,,False,寻人,,,穿蓝色短袖黑色短裤，玩餐巾纸扔到饭碗里,消极,
458,0458_01,2023-06-03,,,False,寻物,,,顺走平凡的世界的人,消极,
459,0459_01,2023-06-03,,,True,表白,S2505,S,他教我题目的样子真的好帅,积极,TSX
460,0460_01,2023-06-03,,,True,吐槽,,,未经允许使用他人网球拍和丢失网球包,消极,gbtx
461,0461_01,2023-06-03,,,False,寻人,S2508,S,好漂亮，竞选宁外之星视频绝美,积极,jzy
462,0462_01,2023-06-03,,,True,寻人,,,在食堂三楼电视上放赛尔号的人,积极,
463,0463_01,2023-06-03,S2505,S,True,表白,S2505,S,讲笑话有趣，踢足球厉害,积极,tsx
464,0464_01,2023-06-03,,,True,寻人,初三三班,J,两个人美心善的小姐姐，其中一人手机壳黑色带钻,积极,
465,0465_01,2023-06-03,,,True,表白,S2505,S,投三分好帅还会教我题目,积极,
466,0466_01,2023-06-03,,,False,其他,,,寻找玩第五人格的人,中性,
467,0467_01,2023-06-03,,,True,寻人,高一,I,寻找QQ,中性,jzy
468,0468_01,2023-05-24,,,False,推广,,,推广MUN社团，适合国际部和初中同学,积极,
469,0469_01,2023-05-24,,,True,寻人,,,穿粉色分队背心19号，灰蓝短袖，看起来很猛,中性,
470,0470_01,2023-05-24,,,True,表白,,,可爱，被人创了就躺在地上,积极,yyy
471,0471_01,2023-05-23,,J,True,表白,初三,J,帅,积极,zyx
473,0473_01,2023-05-23,,,True,表白,初三,J,惊艳,积极,xz
474,0474_01,2023-05-23,,,True,表白,J2505,J,喜欢,积极,cyx
477,0477_01,2023-05-23,,,False,表白,J2306,J,帅,积极,zyx
478,0478_01,2023-05-23,初三三班,J,False,表白,,,,积极,zrx2
479,0479_01,2023-05-23,J2303,J,False,表白,J2303,J,,积极,bjy
480,0480_01,2023-05-23,S2502,S,True,表白,,,喜欢他218天,积极,
481,0481_01,2023-05-23,J2506,J,True,提问,J2506 J2503,J J,感情关系询问,中性,lsh tjy
482,0482_01,2023-05-23,J2406,J,False,表白,J2406,J,去没人的岛摸鲨鱼的角,积极,zp
483,0483_01,2023-05-23,,,True,提问,,,询问学校是否有划分墙、星期五收现金及收卡,中性,
484,0484_01,2023-05-23,,,True,提问,,,询问去年中考语文和社会改卷松紧及作文套作可能性,中性,
485,0485_01,2023-05-23,,,True,寻人,,,校门口的那位学长,中性,
486,0486_01,2023-05-23,,,False,表白,初二八班,J,初二八班,积极,cpn
487,0487_01,2023-05-17,,,False,祝福,,,考试嘎嘎顺，打篮球嘎嘎顺，干啥事都嘎嘎顺,积极,xsy
488,0488_01,2023-05-16,,J,True,寻人,初一,J,初一的学妹，周二下午冥想结束后在楼梯门口被高个子男生弄摔倒,中性,
489,0489_01,2023-05-16,,,True,其他,,,,积极,
490,0490_01,2023-05-16,,,False,其他,,,,中性,
491,0491_01,2023-05-16,,,False,祝福,J2301,J,体育中考顺利，拿下满分,积极,yzq
492,0492_01,2023-05-16,,,True,寻人,J2401,J,求QQ,中性,chm
493,0493_01,2023-05-16,,,True,寻人,J2303,J,自然卷头发有点棕 常穿Nike白T 背Nike黑色书包,中性,
494,0494_01,2023-05-16,,,True,提问,,,去宁波外事的学长学姐,中性,
495,0495_01,2023-05-16,,,True,其他,,,寻找克拉妹一起追次叔叔,积极,
496,0496_01,2023-05-16,,,True,其他,,,提醒谨防电信诈骗,中性,
497,0497_01,2023-05-09,,,True,提问,,,,中性,
498,0498_01,2023-05-09,J2409,J,True,表白,,,拉小提琴、踢球,积极,cl
499,0499_01,2023-05-05,,,True,祝福,,,图中两位,积极,
500,0500_01,2023-05-05,,,False,祝福,J2301,J,体育中考顺利,积极,yzq
501,0501_01,2023-05-05,,,True,寻人,,,玩微信区王者,中性,
502,0502_01,2023-05-05,,,True,寻人,S2402,J,,中性,fzj
503,0503_01,2023-05-02,,I,False,推广,,I,有意向来国际部的新生,中性,
504,0504_01,2023-05-02,,,False,提问,,,,中性,
505,0505_01,2023-05-02,,,True,表白,J2303,J,喜欢很久,积极,xzj
506,0506_01,2023-05-02,,I,False,推广,,,,中性,
508,0508_01,2023-05-02,,,True,祝福,j2502 j2506,J J,祝福999999992,积极,dbx cxy
509,0509_01,2023-05-02,,,False,祝福,2509 2507,,延禧攻略999,积极,yyy syx
511,0511_01,2023-05-02,,,True,寻人,S2504,S,求微信或QQ,中性,Iry
512,0512_01,2023-05-02,,,False,表白,j2401,J,有贤郎，扎高马尾，独特气质,积极,dwy
513,0513_01,2023-05-02,,,False,祝福,j2210,J,希望破镜重圆,积极,syw
514,0514_01,2023-05-02,S250,I,True,推广,S250,I,不知名Rapper,积极,AsiaHood
515,0515_01,2023-05-02,,,False,寻人,初一一班,J,戴眼镜胖胖的可爱,积极,lsms
516,0516_01,2023-05-02,,,False,寻人,初一,J,可爱的小胖子，星期四下午在打篮球，旁边打羽毛球,积极,
517,0517_01,2023-05-02,,,True,提问,,,,中性,
518,0518_01,2023-04-26,,S,True,寻人,,S,求联系方式,中性,wangshihan
519,0519_01,2023-04-26,,,True,寻人,,S,求联系方式,中性,aysbx
520,0520_01,2023-04-26,,,True,寻人,,,穿粉色短裤戴眼镜游泳一级,中性,
521,0521_01,2023-04-26,,,False,寻人,,,喜欢rap,积极,msw
522,0522_01,2023-04-26,,,False,表白,初一三班,J,班花,积极,bh
523,0523_01,2023-04-26,,,False,寻人,,J,二次元,积极,cydecy
524,0524_01,2023-04-26,,,True,寻人,,,前几届在镇剑的学长学姐,中性,xzxj
525,0525_01,2023-04-19,,,True,表白,J2406,J,炒鸡呆的妹妹,积极,zzx
526,0526_01,2023-04-19,,,True,其他,,,喜欢自敬亭,积极,zjt
527,0527_01,2023-04-19,,,False,寻人,J2409,J,漂亮，像花木兰,积极,wxd
528,0528_01,2023-04-19,,,True,提问,,,,中性,
529,0529_01,2023-04-19,,,True,提问,J2307,J,两人关系情况,中性,FZY SYX
530,0530_01,2023-04-19,,,False,表白,J2406,J,美丽的女士,积极,jmt
531,0531_01,2023-04-19,,,True,寻人,初三四班,J,短发，可爱,积极,
532,0532_01,2023-04-19,,J,True,表白,,,被他的气质吸引,积极,
533,0533_01,2023-04-19,,,True,寻人,S2501,I,长得很好看,积极,shy
534,0534_01,2023-04-19,,,True,表白,J2401,J,,积极,wyb
535,0535_01,2023-04-19,,,True,表白,J2508,J,名字4个字的女生,积极,zsyq
537,0537_01,2023-04-19,,,True,其他,,,唱歌,积极,xy
538,0538_01,2023-04-15,,,True,提问,S2509,S,破镜重圆,中性,sqy yyy
539,0539_01,2023-04-15,,,True,提问,S2508,S,询问感情状况,中性,lzb
540,0540_01,2023-04-15,,,True,寻人,初一四班,J,外语节主角,中性,
541,0541_01,2023-04-15,,,True,寻人,,I,戴金丝框眼镜，头发卷卷，个子高，常和三四个男生一起走,中性,
542,0542_01,2023-04-15,,,True,提问,初三,J,吃瓜询问关系,中性,cyq zzy
543,0543_01,2023-04-15,,,True,寻人,,,穿白T和灰色短裤的帅哥,积极,
544,0544_01,2023-04-15,J2307,J,True,寻人,J2307,J,打篮球的男生,积极,
545,0545_01,2023-04-15,,,True,其他,,,求照片,积极,nw
546,0546_01,2023-04-14,,,True,祝福,S2509 S2507,S S,祝福,积极,xyx zt99
547,0547_01,2023-04-14,,,True,其他,,,思想深邃、自嘲、纠结、孤独,中性,Jj
548,0548_01,2023-04-14,,,True,其他,,,,中性,
549,0549_01,2023-04-14,,,True,表白,J2302,J,,积极,
550,0550_01,2023-04-14,,,True,表白,S2509,I,crush,积极,yy
551,0551_01,2023-04-14,,,True,表白,J2302,J,哥哥,积极,yg
552,0552_01,2023-04-11,S2509,I,True,表白,S2509,I,美,积极,sqy
553,0553_01,2023-04-11,,,True,寻人,,I,国际部高二领奖的女生,中性,
554,0554_01,2023-04-11,,,True,提问,,,谈恋爱,中性,zky fzh
555,0555_01,2023-04-11,,,True,祝福,,,,积极,toto Linda
556,0556_01,2023-04-11,,,True,提问,初二二班,J,好奇是否有男朋友,中性,hys
557,0557_01,2023-04-11,,,False,寻人,,,玩原神,中性,
558,0558_01,2023-04-11,,,True,寻人,J2409,J,求照片,中性,xiy
559,0559_01,2023-04-11,,,True,推广,,,唱歌好听,积极,
562,0562_01,2023-04-06,,,True,提问,,,喜欢她但怕耽误,中性,t
563,0563_01,2023-04-06,,,True,寻人,S2402,S,,中性,chenkehao
564,0564_01,2023-04-06,,,True,寻人,,,喜欢画画,积极,
565,0565_01,2023-04-04,,,True,推广,,,,中性,
566,0566_01,2023-04-04,,,False,表白,高一,,食堂打饭的小姑娘,积极,xzy
568,0568_01,2023-04-04,,,True,提问,,,询问初一和初二的感情结果,中性,
569,0569_01,2023-04-04,,,True,寻人,初三一班,J,高冷美女，经常披着头发，五官立体，小麦肤色,积极,
570,0570_01,2023-04-04,,,True,提问,,,,中性,
571,0571_01,2023-04-04,,,True,提问,,,印象,中性,cx
572,0572_01,2023-04-04,,,False,推广,,,宁外kpop人,积极,
573,0573_01,2023-04-04,,,True,表白,S2402,I,喜欢好久了,积极,ckh
574,0574_01,2023-04-04,J2301,J,False,表白,,,喜欢三年,积极,
575,0575_01,2023-04-03,,J,True,寻人,初一,J,穿银白色分队背心、高个子、穿牛仔裤、身材好,积极,
577,0577_01,2023-04-03,,,True,表白,J2405,J,喜欢好久了,积极,sm
578,0578_01,2023-04-03,,,True,表白,J2406,J,超级温柔的女孩子,积极,mxy
579,0579_01,2023-04-03,,,True,提问,,,谈过哪些,中性,sm
580,0580_01,2023-04-03,,,False,表白,2503,I,可爱香菇狗可爱,积极,zsyj
581,0581_01,2023-04-03,,,True,寻人,S2402,S,,中性,ckh
582,0582_01,2023-04-02,,,True,表白,J2301,J,甜,积极,zhtpz
583,0583_01,2023-04-02,,,True,提问,,,,中性,
584,0584_01,2023-04-02,S2503,I,False,表白,S2503,I,可爱,积极,zy
585,0585_01,2023-04-02,,,True,寻人,,,个人,中性,sh
586,0586_01,2023-04-02,,,True,表白,J2406,J,很可爱的女生,积极,yzm
587,0587_01,2023-04-02,,,True,寻人,J2508,J,初一,中性,hzx
588,0588_01,2023-04-02,,,True,表白,J2409,J,,积极,xy2
589,0589_01,2023-04-02,,,True,表白,J2405,J,帅 温柔,积极,c
590,0590_01,2023-04-02,,,True,寻人,,,帅哥,中性,yysg
591,0591_01,2023-04-01,,,True,提问,S2504,S,英语节表演的篮球服号码是107,中性,lry
592,0592_01,2023-04-01,,,True,表白,J2403,J,喜欢好久了,积极,ghy
593,0593_01,2023-04-01,,,True,寻人,S2509,I,高而淑女,中性,byn
594,0594_01,2023-04-01,,,False,提问,,,点歌有品味,积极,
595,0595_01,2023-04-01,,,True,寻人,J2505,J,好看,积极,wxr
596,0596_01,2023-04-01,,,True,提问,,,,中性,
597,0597_01,2023-04-01,,,True,提问,J2404,J,戴白色口罩黑框眼镜有刘海,中性,
598,0598_01,2023-04-01,,,True,祝福,J2303 J2303,J J,祝福长长久久,积极,wsy czy
599,0599_01,2023-03-28,,,True,提问,,S,询问普高部学生事件,中性,
600,0600_01,2023-03-28,,,True,提问,,I,国际部门口的告示关于沉浸式线上体验,中性,
601,0601_01,2023-03-28,,,False,表白,,,普信女,积极,wzj
602,0602_01,2023-03-28,,,True,寻人,,,很高的男生,中性,
603,0603_01,2023-03-28,,,True,寻人,2503,S,两个高女生经常一起玩,积极,
604,0604_01,2023-03-28,,J,False,寻人,22届,J,艺委，一起吃饭的学妹,中性,xzh
605,0605_01,2023-03-28,,,True,提问,,,,中性,
606,0606_01,2023-03-28,,,True,推广,,,拼芙回归新专,中性,
607,0607_01,2023-03-28,,,True,寻人,J2308,J,想要QQ微信和生日,积极,wyh
608,0608_01,2023-03-28,,,True,提问,,S,,中性,
609,0609_01,2023-03-28,,,True,提问,,I,国际部门口的告示关于沉浸式线上体验,中性,
610,0610_01,2023-03-28,,,False,表白,,,普信女,积极,wzj
611,0611_01,2023-03-28,,,True,寻人,,,很高的男生,中性,
612,0612_01,2023-03-28,,,True,寻人,2503,S,两个高女生,积极,
613,0613_01,2023-03-28,,J,True,寻人,22届,J,艺委,中性,xzh
614,0614_01,2023-03-28,,,True,提问,,,询问往届毕业生进校事宜,中性,
616,0616_01,2023-03-28,,,True,寻人,J2308,J,要Q微信和生日,积极,wyh
617,0617_01,2023-03-28,S2508,S,True,寻物,,,丢了个带透明亮的airpodspro一代,中性,
618,0618_01,2023-03-28,,,True,寻物,,,捡到AirPods Pro,中性,
620,0620_01,2023-03-28,,,True,提问,J2304,J,问英文名,积极,jzq
621,0621_01,2023-03-28,,,True,表白,,,女神,积极,hyx
622,0622_01,2023-03-28,,,False,表白,S2504,S,一周一周三体育课经常遇到,积极,lr
623,0623_01,2023-03-28,J2401,J,False,其他,,,寻找COSER集邮，喜欢初音未来、死亡笔记、弹丸论破、第五人格,积极,
624,0624_01,2023-03-28,,,True,其他,,,寻找喜欢动漫的coser集邮,积极,
625,0625_01,2023-03-28,,,True,寻人,S2504,S,需要寻找的人,中性,smiley
626,0626_01,2023-03-28,,,False,寻人,S2504,S,点smiley的人,中性,
627,0627_01,2023-03-28,,,True,寻人,J2507,J,求QQ,中性,xyz
628,0628_01,2023-03-17,,,True,寻物,S2505,S,捡回体育活动背心,积极,lyn
629,0629_01,2023-03-17,,,True,寻人,,,QQ号341229530618，男，15岁，1月1日摩羯座，来自浙江宁波,中性,
630,0630_01,2023-03-17,,,False,祝福,J2307,J,一模顺利,积极,
631,0631_01,2023-03-17,,,True,其他,,,加好友,积极,
632,0632_01,2023-03-17,,S,True,寻人,,S,经常打篮球，穿绿鞋子,中性,
633,0633_01,2023-03-17,,,False,寻人,,,可爱男孩子，捡了衣服,积极,
634,0634_01,2023-03-13,,,False,表白,J2503,J,清澈中带着一丝愚蠢,积极,zsyj
635,0635_01,2023-03-13,,,True,寻人,,,求微信,中性,wsh
636,0636_01,2023-03-13,J2502,J,True,表白,,,戴口罩,积极,xjj
637,0637_01,2023-03-13,,,True,祝福,,,食堂员工，做菜好吃，和蔼可亲,积极,ds dm
639,0639_01,2023-03-13,,,True,寻人,,I,国际部学生,中性,cl
640,0640_01,2023-03-13,,,True,寻物,,,拍了玉兰花开的好美,积极,
641,0641_01,2023-03-13,,S,True,其他,,S,美女姐姐，和蒋佳卉经常走在一起，比较高,中性,jjh
642,0642_01,2023-03-13,,,True,表白,,,主持人，美，声音好听,积极,
643,0643_01,2023-03-13,S2508,S,False,祝福,,,一对穿褐色Essentials的情侣,积极,
644,0644_01,2023-03-13,,,True,寻人,J2403,J,想要qq,积极,ghy
645,0645_01,2023-03-07,,,True,表白,J2405,J,很酷,积极,ct
646,0646_01,2023-03-07,J2307,J,False,表白,,,呆呆,积极,dd
647,0647_01,2023-03-07,,,True,寻人,,,很瘦的戴眼镜的不是很高但突破挺好的男生,中性,
648,0648_01,2023-03-07,,,True,寻人,J2209,J,联系方式,中性,pb
649,0649_01,2023-03-07,,,True,表白,,J,初三语文组,积极,mls
650,0650_01,2023-03-07,,,True,寻人,高三,S,求QQ,中性,ljt
651,0651_01,2023-03-07,,,False,寻人,,,喜欢听广播站点1nyoureyes和盆载的同好,积极,
652,0652_01,2023-03-07,,,True,表白,J2307,J,长得像刘亦菲,积极,ylh
653,0653_01,2023-03-07,,,True,寻人,,I,穿黑白条纹衣服的男生,积极,
654,0654_01,2023-03-07,2403,,True,提问,,,公师的男生，五上体课站边，中吃饭旁边,中性,zb
655,0655_01,2023-03-07,,,True,寻人,J2403,J,很帅的男生，周五上午体育课站ghy左边，中午吃饭坐js旁边,积极,
656,0656_01,2023-03-07,,,True,表白,S2504,S,优秀，男神,积极,ljx
657,0657_01,2023-03-07,,,True,其他,,,求美照,中性,cny
658,0658_01,2023-03-07,,,True,其他,,,,中性,
659,0659_01,2023-03-07,,,True,吐槽,,,女寝三号楼第三层卫生间灯没开,消极,
660,0660_01,2023-03-07,,,True,寻人,初二,J,赛艇队的学长,积极,stddxz
660,0660_02,2023-03-07,,,True,祝福,,,祝福,积极,WF XM99
661,0661_01,2023-03-07,,,False,寻人,S2504,S,点smiley的人,中性,smiley
662,0662_01,2023-03-07,,,True,寻人,,I,高高瘦瘦不戴眼镜马尾辫,中性,
663,0663_01,2023-03-07,,,True,寻人,,,穿白色羽绒服,中性,
664,0664_01,2023-03-07,,,True,提问,,,询问八一军校相关事宜,中性,an
665,0665_01,2023-03-07,,,True,表白,,,气质好，讲得好，印象深刻,积极,bhxjj
666,0666_01,2023-03-07,,,True,寻人,,,录全程的学长（姐）,中性,
667,0667_01,2023-03-07,,,True,表白,,,可爱，不怯场,积极,shxd
668,0668_01,2023-03-07,,,True,表白,,,三位男同学，其中一位号称地铁之王，一位坐在公交电源箱上，有一位叫贝贝,积极,bb
669,0669_01,2023-03-07,,,True,寻人,,,声音好听，坐5.6排，喊得特别大声,积极,zhaotianyi
670,0670_01,2023-03-07,,,True,寻人,,I,瘦瘦，穿小白鞋，头发有点卷,积极,
671,0671_01,2023-02-21,,,True,寻人,J2403,J,很帅的男生，周五上午体育课站ghy左边，中午吃饭坐js旁边,积极,
672,0672_01,2023-02-21,,,True,寻人,J2408,J,求联系方式,中性,lj
673,0673_01,2023-02-21,,,True,其他,,,宁外美照,中性,
674,0674_01,2023-02-21,,,True,寻物,,,黑色韦德之道球,消极,
675,0675_01,2023-02-21,,,True,其他,,,喜欢阴阳怪气上海ZOO和小潮Team,积极,
676,0676_01,2023-02-21,,,True,提问,,,用了情头,中性,sm
677,0677_01,2023-02-21,,,True,寻人,高一,,高一男生,中性,zhy
678,0678_01,2023-02-21,,,True,寻物,,,拍到宁外的梅红星期六,中性,
679,0679_01,2023-02-14,,,True,表白,S2402,S,学校食堂工人，第一眼就喜欢，愿意多打饭,积极,lwq
680,0680_01,2023-02-14,S2504,S,True,提问,S2504,S,,中性,jx
681,0681_01,2023-02-14,,,True,寻物,,,手机外壳灰黑色带紫,中性,
683,0683_01,2023-02-14,,,True,提问,,,黑鹅,中性,
684,0684_01,2023-02-14,S2501,S,False,提问,,,求问黑魔法玩法,消极,
685,0685_01,2023-02-14,,,True,寻人,,J,初二 穿白色卫衣灰色裤子 留碎盖 拿两本重点中学与你有约和一叠题目,中性,
687,0687_01,2023-02-07,,,True,表白,,,视频中的帅哥,积极,
688,0688_01,2023-02-06,,,True,祝福,,,怀念母校宁外,积极,
689,0689_01,2023-02-06,,,False,寻人,,,一起回宁外,积极,
690,0690_01,2023-02-06,J2404,J,True,表白,J2404,J,在图书馆迎面走来,积极,zgh
691,0691_01,2023-02-06,,,True,其他,J2502,J,,中性,lsx
692,0692_01,2023-01-31,,,False,推广,,,招新,积极,
693,0693_01,2023-01-31,,,False,推广,,,招新,积极,
694,0694_01,2023-01-31,,,True,提问,J2209,J,,中性,wkq
695,0695_01,2023-01-31,,,False,表白,S2509,I,男神 温柔可爱,积极,garrick GARRICK
697,0697_01,2023-01-31,,,True,提问,,,未知身份,中性,tt
698,0698_01,2023-01-26,,,True,表白,J2209,J,,积极,wkq
699,0699_01,2023-01-25,,,True,寻人,,,寻找联系方式,中性,nz
700,0700_01,2023-01-25,,,True,表白,J2307,J,,积极,ch zhr
701,0701_01,2023-01-25,,,True,提问,,,,中性,
702,0702_01,2023-01-21,,,True,提问,,,,中性,lnh
705,0705_01,2023-01-21,,,True,寻人,S2303,S,,中性,
707,0707_01,2023-01-21,,,True,表白,2班,S,戴围巾的眼镜帅哥,积极,
708,0708_01,2023-01-21,22073,I,True,提问,,,,中性,
708,0708_02,2023-01-21,,,True,表白,2班,S,带白围巾的眼镜帅哥，晚自习常和另两个男生一起回寝,积极,
709,0709_01,2023-01-21,,,True,提问,,,,中性,
710,0710_01,2023-01-21,,,False,祝福,,,生日祝福,积极,zlj
711,0711_01,2023-01-21,,,True,寻人,高一,,求联系方式,中性,lsl
712,0712_01,2023-01-21,,S,False,祝福,,S,化学老师,积极,zhdy
713,0713_01,2023-01-21,,,True,表白,J2307,J,有气质很温柔,积极,syx
